Item_Identifier,Outlet_Identifier,Predicted_Weekly_Demand,EOQ,Safety_Stock,Reorder_Point,Inventory_Status
FD,OUT019,428.31824,1218.54,373.95,801.09,Low Stock Required
NC,OUT018,593.36414,1434.22,518.05,1109.76,Low Stock Required
DR,OUT046,817.09436,1683.03,713.41,1528.28,Low Stock Required
FD,OUT013,2815.5603,3124.2,2458.25,5266.09,Medium Stock Required
DR,OUT010,573.08496,1409.5,500.37,1071.85,Low Stock Required
FD,OUT018,1848.1575,2531.19,1613.62,3456.72,Medium Stock Required
FD,OUT045,727.3045,1587.87,635.0,1360.34,Low Stock Required
NC,OUT018,1848.1575,2531.19,1613.62,3456.72,Medium Stock Required
NC,OUT018,2850.6448,3143.6,2488.9,5331.74,Medium Stock Required
FD,OUT027,3060.7131,3257.37,2672.29,5724.64,High Stock Required
FD,OUT035,4039.128,3741.97,3526.57,7554.65,High Stock Required
NC,OUT027,5891.2646,4519.19,5143.64,11018.74,High Stock Required
FD,OUT049,2916.4548,3179.68,2546.35,5454.78,Medium Stock Required
DR,OUT017,657.2724,1509.48,573.84,1229.32,Low Stock Required
FD,OUT018,3479.6475,3473.15,3038.08,6508.19,High Stock Required
FD,OUT035,1644.1356,2387.4,1435.5,3075.11,Medium Stock Required
FD,OUT017,2808.5405,3120.3,2452.14,5252.98,Medium Stock Required
NC,OUT019,425.2169,1214.12,371.24,795.3,Low Stock Required
DR,OUT017,3496.4553,3481.53,3052.74,6539.65,High Stock Required
FD,OUT049,1996.5482,2630.85,1743.18,3734.26,Medium Stock Required
FD,OUT027,5353.9995,4308.19,4674.57,10013.89,High Stock Required
FD,OUT045,2074.1177,2681.47,1810.89,3879.32,Medium Stock Required
FD,OUT035,1395.5991,2199.56,1218.5,2610.31,Low Stock Required
FD,OUT013,1643.577,2386.99,1435.02,3074.07,Medium Stock Required
DR,OUT010,462.88843,1266.76,404.16,865.81,Low Stock Required
NC,OUT027,5900.161,4522.6,5151.41,11035.4,High Stock Required
FD,OUT045,2907.3213,3174.7,2538.36,5437.69,Medium Stock Required
NC,OUT035,2079.9624,2685.24,1816.0,3890.24,Medium Stock Required
FD,OUT013,4086.1992,3763.71,3567.65,7642.63,High Stock Required
NC,OUT049,2076.3245,2682.9,1812.81,3883.48,Medium Stock Required
FD,OUT019,342.941,1090.35,299.43,641.45,Low Stock Required
FD,OUT017,847.7397,1714.3,740.17,1585.56,Low Stock Required
NC,OUT049,2845.3203,3140.66,2484.23,5321.75,Medium Stock Required
FD,OUT035,2536.5388,2965.36,2214.66,4744.25,Medium Stock Required
DR,OUT010,123.00897,653.02,107.39,230.03,Low Stock Required
FD,OUT018,1368.1606,2177.83,1194.53,2558.97,Low Stock Required
FD,OUT049,1394.0952,2198.38,1217.19,2607.46,Low Stock Required
FD,OUT049,696.1084,1553.44,607.76,1301.95,Low Stock Required
FD,OUT017,721.8246,1581.87,630.2,1350.08,Low Stock Required
FD,OUT035,1516.6359,2292.96,1324.18,2836.67,Medium Stock Required
FD,OUT027,4947.575,4141.45,4319.74,9253.76,High Stock Required
FD,OUT027,2990.3704,3219.72,2610.87,5593.08,Medium Stock Required
FD,OUT018,1530.3135,2303.28,1336.1,2862.24,Medium Stock Required
FD,OUT027,4527.578,3961.77,3953.04,8468.18,High Stock Required
FD,OUT018,2850.6448,3143.6,2488.9,5331.74,Medium Stock Required
FD,OUT027,2537.56,2965.95,2215.53,4746.17,Medium Stock Required
FD,OUT019,529.9213,1355.38,462.65,991.15,Low Stock Required
FD,OUT019,267.21887,962.48,233.29,499.78,Low Stock Required
FD,OUT049,2678.616,3047.27,2338.68,5009.95,Medium Stock Required
FD,OUT045,972.4473,1836.07,849.04,1818.82,Low Stock Required
FD,OUT045,1448.3849,2240.77,1264.6,2709.05,Low Stock Required
FD,OUT013,1450.9675,2242.77,1266.82,2713.79,Low Stock Required
FD,OUT013,3071.9993,3263.37,2682.16,5745.71,High Stock Required
FD,OUT045,1448.3849,2240.77,1264.6,2709.05,Low Stock Required
FD,OUT017,3631.8015,3548.27,3170.92,6792.79,High Stock Required
FD,OUT027,4071.5679,3756.96,3554.86,7615.28,High Stock Required
FD,OUT046,1660.994,2399.61,1450.22,3106.63,Medium Stock Required
FD,OUT049,1258.0498,2088.36,1098.4,2353.01,Low Stock Required
NC,OUT018,1530.3135,2303.28,1336.1,2862.24,Medium Stock Required
FD,OUT018,616.9064,1462.4,538.61,1153.84,Low Stock Required
FD,OUT035,1682.5887,2415.16,1469.07,3147.04,Medium Stock Required
FD,OUT045,2533.1611,2963.38,2211.69,4737.92,Medium Stock Required
NC,OUT019,320.32562,1053.78,279.7,599.18,Low Stock Required
FD,OUT017,3055.6636,3254.68,2667.88,5715.19,High Stock Required
FD,OUT027,2554.4426,2975.8,2230.28,4777.72,Medium Stock Required
FD,OUT013,2088.085,2690.48,1823.12,3905.48,Medium Stock Required
FD,OUT013,1450.9675,2242.77,1266.82,2713.79,Low Stock Required
NC,OUT049,2916.4548,3179.68,2546.35,5454.78,Medium Stock Required
FD,OUT017,633.73035,1482.2,553.33,1185.29,Low Stock Required
FD,OUT035,2833.1995,3133.97,2473.66,5299.07,Medium Stock Required
NC,OUT010,122.594055,651.91,107.04,229.33,Low Stock Required
FD,OUT046,2799.4053,3115.22,2444.15,5235.89,Medium Stock Required
NC,OUT046,1998.8257,2632.35,1745.19,3738.51,Medium Stock Required
FD,OUT046,2527.3987,2960.01,2206.67,4727.16,Medium Stock Required
NC,OUT017,2961.3823,3204.08,2585.59,5538.89,Medium Stock Required
FD,OUT010,586.11084,1425.43,511.72,1096.22,Low Stock Required
NC,OUT049,1996.5482,2630.85,1743.18,3734.26,Medium Stock Required
FD,OUT027,5899.04,4522.17,5150.45,11033.32,High Stock Required
FD,OUT049,1560.577,2325.94,1362.56,2918.87,Medium Stock Required
FD,OUT027,2550.846,2973.71,2227.14,4771.01,Medium Stock Required
FD,OUT013,1633.9208,2379.97,1426.55,3056.01,Medium Stock Required
NC,OUT013,2661.275,3037.39,2323.58,4977.56,Medium Stock Required
FD,OUT018,2349.3193,2853.82,2051.17,4394.07,Medium Stock Required
FD,OUT046,730.61676,1591.48,637.89,1366.52,Low Stock Required
NC,OUT046,1640.4976,2384.76,1432.32,3068.29,Medium Stock Required
FD,OUT027,2184.9722,2752.19,1907.68,4086.64,Medium Stock Required
FD,OUT013,3898.1116,3676.06,3403.42,7290.87,High Stock Required
NC,OUT049,2076.3245,2682.9,1812.81,3883.48,Medium Stock Required
FD,OUT018,1665.0043,2402.5,1453.71,3114.18,Medium Stock Required
DR,OUT010,109.82784,617.04,95.91,205.46,Low Stock Required
FD,OUT027,5899.04,4522.17,5150.45,11033.32,High Stock Required
NC,OUT027,3696.8784,3579.92,3227.76,6914.52,High Stock Required
FD,OUT046,2527.3987,2960.01,2206.67,4727.16,Medium Stock Required
FD,OUT027,4849.041,4100.0,4233.7,9069.44,High Stock Required
FD,OUT049,1678.9507,2412.54,1465.89,3140.22,Medium Stock Required
NC,OUT010,274.54294,975.58,239.71,513.48,Low Stock Required
FD,OUT013,2531.9583,2962.68,2210.64,4735.68,Medium Stock Required
FD,OUT010,246.94968,925.25,215.61,461.87,Low Stock Required
FD,OUT035,4020.851,3733.49,3510.6,7520.41,High Stock Required
FD,OUT027,5046.0186,4182.45,4405.65,9437.81,High Stock Required
NC,OUT046,2003.1805,2635.22,1748.99,3746.65,Medium Stock Required
NC,OUT027,2529.8132,2961.42,2208.76,4731.63,Medium Stock Required
NC,OUT010,369.79776,1132.24,322.87,691.63,Low Stock Required
FD,OUT017,1395.5991,2199.56,1218.5,2610.31,Low Stock Required
FD,OUT010,216.50034,866.33,189.03,404.91,Low Stock Required
FD,OUT013,725.61145,1586.02,633.52,1357.11,Low Stock Required
NC,OUT045,727.3045,1587.87,635.0,1360.34,Low Stock Required
FD,OUT035,2560.317,2979.22,2235.39,4788.71,Medium Stock Required
DR,OUT027,1031.9264,1891.39,900.99,1930.06,Low Stock Required
FD,OUT027,3696.8784,3579.92,3227.76,6914.52,High Stock Required
FD,OUT027,3920.7568,3686.73,3423.2,7333.19,High Stock Required
FD,OUT017,1444.3237,2237.63,1261.02,2701.41,Low Stock Required
FD,OUT027,1733.0519,2451.1,1513.12,3241.42,Medium Stock Required
FD,OUT035,931.34814,1796.85,813.16,1741.99,Low Stock Required
FD,OUT013,1444.3237,2237.63,1261.02,2701.41,Low Stock Required
DR,OUT018,1530.3135,2303.28,1336.1,2862.24,Medium Stock Required
DR,OUT046,2536.6196,2965.4,2214.7,4744.36,Medium Stock Required
FD,OUT046,885.8641,1752.43,773.43,1656.9,Low Stock Required
FD,OUT035,2542.9604,2969.11,2220.24,4756.2,Medium Stock Required
FD,OUT035,2079.9624,2685.24,1816.0,3890.24,Medium Stock Required
FD,OUT027,4028.8877,3737.22,3517.62,7535.48,High Stock Required
NC,OUT045,3090.3481,3273.1,2698.18,5780.07,High Stock Required
FD,OUT010,659.467,1512.0,575.76,1233.41,Low Stock Required
FD,OUT018,1878.2461,2551.72,1639.9,3513.03,Medium Stock Required
FD,OUT049,2000.9031,2633.72,1746.98,3742.4,Medium Stock Required
FD,OUT049,2076.3245,2682.9,1812.81,3883.48,Medium Stock Required
FD,OUT049,3609.9092,3537.56,3151.8,6751.83,High Stock Required
DR,OUT013,2661.275,3037.39,2323.58,4977.56,Medium Stock Required
FD,OUT019,261.52536,952.17,228.36,489.18,Low Stock Required
NC,OUT027,4999.1196,4162.97,4364.7,9350.1,High Stock Required
NC,OUT013,2088.085,2690.48,1823.12,3905.48,Medium Stock Required
FD,OUT027,5056.2676,4186.69,4414.6,9456.98,High Stock Required
FD,OUT017,2644.8838,3028.02,2309.26,4946.93,Medium Stock Required
FD,OUT017,639.99915,1489.52,558.78,1197.04,Low Stock Required
FD,OUT013,2967.436,3207.35,2590.87,5550.19,Medium Stock Required
FD,OUT027,1028.9618,1888.67,898.37,1924.5,Low Stock Required
FD,OUT046,2078.602,2684.37,1814.82,3887.73,Medium Stock Required
NC,OUT035,2909.7344,3176.02,2540.5,5442.28,Medium Stock Required
FD,OUT013,1650.2882,2391.86,1440.87,3086.64,Medium Stock Required
NC,OUT045,2663.4604,3038.64,2325.45,4981.6,Medium Stock Required
DR,OUT049,1258.0498,2088.36,1098.4,2353.01,Low Stock Required
FD,OUT045,2836.1868,3135.62,2476.28,5304.7,Medium Stock Required
NC,OUT017,3934.3108,3693.09,3435.03,7358.53,High Stock Required
FD,OUT045,3086.644,3271.14,2694.95,5773.13,High Stock Required
FD,OUT017,1444.3237,2237.63,1261.02,2701.41,Low Stock Required
FD,OUT017,3055.6636,3254.68,2667.88,5715.19,High Stock Required
FD,OUT035,888.2813,1754.81,775.57,1661.42,Low Stock Required
NC,OUT049,1258.0498,2088.36,1098.4,2353.01,Low Stock Required
NC,OUT027,3116.9854,3287.18,2721.45,5829.87,High Stock Required
FD,OUT017,1622.1296,2371.37,1416.3,3034.0,Medium Stock Required
FD,OUT013,1643.577,2386.99,1435.02,3074.07,Medium Stock Required
FD,OUT035,2604.1277,3004.6,2273.68,4870.68,Medium Stock Required
FD,OUT035,3914.9749,3684.01,3418.18,7322.43,High Stock Required
DR,OUT027,5500.229,4366.63,4802.26,10287.39,High Stock Required
FD,OUT046,3866.5876,3661.17,3375.92,7231.94,High Stock Required
FD,OUT017,2524.0994,2958.08,2203.79,4720.99,Medium Stock Required
FD,OUT049,1640.4976,2384.76,1432.32,3068.29,Medium Stock Required
FD,OUT035,2079.9624,2685.24,1816.0,3890.24,Medium Stock Required
FD,OUT045,1448.3849,2240.77,1264.6,2709.05,Low Stock Required
NC,OUT027,2990.3704,3219.72,2610.87,5593.08,Medium Stock Required
FD,OUT027,2554.4426,2975.8,2230.28,4777.72,Medium Stock Required
FD,OUT027,3060.7131,3257.37,2672.29,5724.64,High Stock Required
FD,OUT049,4018.054,3732.19,3508.15,7515.23,High Stock Required
NC,OUT035,1644.1356,2387.4,1435.5,3075.11,Medium Stock Required
FD,OUT045,3082.435,3268.91,2691.28,5765.26,High Stock Required
FD,OUT013,3071.9993,3263.37,2682.16,5745.71,High Stock Required
FD,OUT045,1660.994,2399.61,1450.22,3106.63,Medium Stock Required
FD,OUT045,3082.435,3268.91,2691.28,5765.26,High Stock Required
NC,OUT017,3904.7393,3679.19,3409.23,7303.26,High Stock Required
NC,OUT046,2078.602,2684.37,1814.82,3887.73,Medium Stock Required
FD,OUT019,358.55603,1114.9,313.05,670.61,Low Stock Required
FD,OUT013,2547.4456,2971.72,2224.17,4764.61,Medium Stock Required
FD,OUT046,1128.7423,1978.12,985.51,2111.18,Low Stock Required
NC,OUT017,1056.4393,1913.72,922.38,1975.95,Low Stock Required
NC,OUT017,1658.8018,2398.02,1448.29,3102.53,Medium Stock Required
FD,OUT035,1297.9323,2121.2,1133.24,2427.61,Low Stock Required
FD,OUT013,3071.9993,3263.37,2682.16,5745.71,High Stock Required
FD,OUT035,2909.7344,3176.02,2540.5,5442.28,Medium Stock Required
NC,OUT018,2850.6448,3143.6,2488.9,5331.74,Medium Stock Required
FD,OUT027,5500.229,4366.63,4802.26,10287.39,High Stock Required
FD,OUT046,2078.602,2684.37,1814.82,3887.73,Medium Stock Required
NC,OUT027,3065.0476,3259.68,2676.09,5732.71,High Stock Required
FD,OUT010,379.59,1147.13,331.43,709.99,Low Stock Required
FD,OUT013,640.9281,1490.6,559.61,1198.78,Low Stock Required
FD,OUT046,735.99176,1597.32,642.6,1376.55,Low Stock Required
FD,OUT018,3464.401,3465.53,3024.76,6479.68,High Stock Required
FD,OUT046,3080.8816,3268.09,2689.93,5762.37,High Stock Required
DR,OUT046,2657.698,3035.35,2320.43,4970.84,Medium Stock Required
FD,OUT027,3108.6816,3282.8,2714.2,5814.36,High Stock Required
FD,OUT035,923.39923,1789.17,806.22,1727.07,Low Stock Required
NC,OUT049,2076.3245,2682.9,1812.81,3883.48,Medium Stock Required
DR,OUT018,2850.6448,3143.6,2488.9,5331.74,Medium Stock Required
FD,OUT046,1441.7411,2235.63,1258.79,2696.59,Low Stock Required
FD,OUT046,1517.7314,2293.79,1325.14,2838.68,Medium Stock Required
FD,OUT027,5353.9995,4308.19,4674.57,10013.89,High Stock Required
FD,OUT049,4062.0786,3752.58,3546.61,7597.58,High Stock Required
FD,OUT045,1640.4976,2384.76,1432.32,3068.29,Medium Stock Required
FD,OUT027,4923.1787,4131.22,4298.44,9208.1,High Stock Required
FD,OUT045,2076.3245,2682.9,1812.81,3883.48,Medium Stock Required
FD,OUT027,3267.6155,3365.67,2852.93,6111.57,High Stock Required
NC,OUT045,3082.435,3268.91,2691.28,5765.26,High Stock Required
FD,OUT010,493.79254,1308.36,431.14,923.59,Low Stock Required
FD,OUT027,5485.09,4360.62,4789.03,10259.11,High Stock Required
FD,OUT013,2531.9583,2962.68,2210.64,4735.68,Medium Stock Required
FD,OUT049,2076.3245,2682.9,1812.81,3883.48,Medium Stock Required
NC,OUT019,318.8007,1051.27,278.34,596.28,Low Stock Required
FD,OUT018,1006.95544,1868.36,879.17,1883.39,Low Stock Required
FD,OUT027,2554.4426,2975.8,2230.28,4777.72,Medium Stock Required
FD,OUT013,2915.3003,3179.05,2545.34,5452.65,Medium Stock Required
FD,OUT035,888.2813,1754.81,775.57,1661.42,Low Stock Required
FD,OUT027,2184.9722,2752.19,1907.68,4086.64,Medium Stock Required
FD,OUT019,345.09924,1093.78,301.31,645.43,Low Stock Required
FD,OUT017,3528.4333,3497.41,3080.68,6599.44,High Stock Required
FD,OUT049,1441.7411,2235.63,1258.79,2696.59,Low Stock Required
FD,OUT046,2078.602,2684.37,1814.82,3887.73,Medium Stock Required
FD,OUT049,2672.594,3043.85,2333.44,4998.69,Medium Stock Required
FD,OUT049,2076.3245,2682.9,1812.81,3883.48,Medium Stock Required
FD,OUT046,3076.6726,3265.85,2686.22,5754.46,High Stock Required
FD,OUT046,2066.0596,2676.25,1803.86,3864.24,Medium Stock Required
FD,OUT018,1848.1575,2531.19,1613.62,3456.72,Medium Stock Required
FD,OUT046,2536.6196,2965.4,2214.7,4744.36,Medium Stock Required
FD,OUT018,3075.325,3265.14,2685.04,5751.95,High Stock Required
NC,OUT017,671.2691,1525.47,586.07,1255.48,Low Stock Required
DR,OUT010,113.96278,628.55,99.49,213.17,Low Stock Required
NC,OUT027,5900.161,4522.6,5151.41,11035.4,High Stock Required
FD,OUT049,650.0089,1501.12,567.51,1215.71,Low Stock Required
DR,OUT045,3733.8164,3597.76,3259.97,6983.55,High Stock Required
FD,OUT035,4039.128,3741.97,3526.57,7554.65,High Stock Required
NC,OUT019,117.94352,639.43,102.98,220.58,Low Stock Required
FD,OUT019,526.50964,1351.01,459.69,984.76,Low Stock Required
FD,OUT046,2066.0596,2676.25,1803.86,3864.24,Medium Stock Required
FD,OUT027,1340.2151,2155.48,1170.13,2506.64,Low Stock Required
FD,OUT018,1530.3135,2303.28,1336.1,2862.24,Medium Stock Required
FD,OUT049,3649.1719,3556.75,3186.07,6825.23,High Stock Required
FD,OUT027,4071.5679,3756.96,3554.86,7615.28,High Stock Required
NC,OUT049,688.1062,1544.49,600.78,1286.99,Low Stock Required
FD,OUT045,2076.3245,2682.9,1812.81,3883.48,Medium Stock Required
FD,OUT045,1441.7411,2235.63,1258.79,2696.59,Low Stock Required
FD,OUT045,1258.0498,2088.36,1098.4,2353.01,Low Stock Required
FD,OUT045,1640.4976,2384.76,1432.32,3068.29,Medium Stock Required
FD,OUT046,1448.3849,2240.77,1264.6,2709.05,Low Stock Required
NC,OUT010,331.9435,1072.72,289.82,620.85,Low Stock Required
NC,OUT045,4013.5999,3730.12,3504.27,7506.87,High Stock Required
FD,OUT045,1258.0498,2088.36,1098.4,2353.01,Low Stock Required
NC,OUT035,2004.5411,2636.11,1750.17,3749.23,Medium Stock Required
FD,OUT027,1640.5623,2384.8,1432.36,3068.4,Medium Stock Required
FD,OUT035,1297.9323,2121.2,1133.24,2427.61,Low Stock Required
FD,OUT035,2542.9604,2969.11,2220.24,4756.2,Medium Stock Required
FD,OUT018,1368.1606,2177.83,1194.53,2558.97,Low Stock Required
FD,OUT046,3561.7642,3513.89,3109.76,6661.77,High Stock Required
FD,OUT035,1664.6322,2402.23,1453.4,3113.45,Medium Stock Required
FD,OUT035,4053.0215,3748.4,3538.67,7580.61,High Stock Required
NC,OUT045,3932.5862,3692.28,3433.54,7355.36,High Stock Required
FD,OUT046,928.9309,1794.52,811.06,1737.44,Low Stock Required
FD,OUT027,2513.7998,2952.03,2194.79,4701.7,Medium Stock Required
FD,OUT013,833.52106,1699.86,727.73,1558.98,Low Stock Required
FD,OUT018,1326.766,2144.63,1158.38,2481.52,Low Stock Required
FD,OUT049,4048.185,3746.16,3534.48,7571.59,High Stock Required
NC,OUT018,1530.3135,2303.28,1336.1,2862.24,Medium Stock Required
NC,OUT013,2531.9583,2962.68,2210.64,4735.68,Medium Stock Required
FD,OUT046,1448.3849,2240.77,1264.6,2709.05,Low Stock Required
DR,OUT035,1644.1356,2387.4,1435.5,3075.11,Medium Stock Required
FD,OUT045,675.2052,1529.94,589.52,1262.85,Low Stock Required
NC,OUT045,727.3045,1587.87,635.0,1360.34,Low Stock Required
FD,OUT027,1637.3009,2382.43,1429.52,3062.34,Medium Stock Required
FD,OUT013,977.4566,1840.79,853.41,1828.16,Low Stock Required
DR,OUT017,2903.0159,3172.35,2534.6,5429.66,Medium Stock Required
FD,OUT010,193.31296,818.63,168.77,361.55,Low Stock Required
FD,OUT046,2901.5588,3171.55,2533.34,5426.93,Medium Stock Required
NC,OUT017,1638.3053,2383.16,1430.4,3064.2,Medium Stock Required
FD,OUT046,2663.72,3038.79,2325.67,4982.1,Medium Stock Required
FD,OUT035,660.0995,1512.73,576.33,1234.61,Low Stock Required
FD,OUT017,3055.6636,3254.68,2667.88,5715.19,High Stock Required
FD,OUT045,2076.3245,2682.9,1812.81,3883.48,Medium Stock Required
FD,OUT046,4030.0698,3737.77,3518.63,7537.68,High Stock Required
FD,OUT046,2958.933,3202.75,2583.45,5534.3,Medium Stock Required
FD,OUT045,2076.3245,2682.9,1812.81,3883.48,Medium Stock Required
FD,OUT013,3638.9138,3551.75,3177.12,6806.06,High Stock Required
NC,OUT045,4009.0007,3727.98,3500.25,7498.3,High Stock Required
FD,OUT027,4613.123,3999.02,4027.69,8628.16,High Stock Required
FD,OUT017,3059.8726,3256.92,2671.55,5723.06,High Stock Required
FD,OUT013,3655.301,3559.73,3191.43,6836.75,High Stock Required
NC,OUT013,3071.9993,3263.37,2682.16,5745.71,High Stock Required
FD,OUT013,3071.9993,3263.37,2682.16,5745.71,High Stock Required
NC,OUT027,2551.003,2973.8,2227.27,4771.28,Medium Stock Required
NC,OUT010,258.83206,947.25,226.0,484.09,Low Stock Required
FD,OUT018,823.80597,1689.93,719.26,1540.78,Low Stock Required
NC,OUT013,1444.3237,2237.63,1261.02,2701.41,Low Stock Required
FD,OUT017,2061.4421,2673.26,1799.85,3855.61,Medium Stock Required
DR,OUT027,3748.9548,3605.05,3273.2,7011.9,High Stock Required
FD,OUT018,1367.446,2177.26,1193.92,2557.59,Low Stock Required
FD,OUT045,1517.7314,2293.79,1325.14,2838.68,Medium Stock Required
FD,OUT017,3063.5767,3258.9,2674.82,5729.97,High Stock Required
NC,OUT010,369.79776,1132.24,322.87,691.63,Low Stock Required
FD,OUT013,2088.085,2690.48,1823.12,3905.48,Medium Stock Required
NC,OUT018,2354.9878,2857.26,2056.15,4404.72,Medium Stock Required
FD,OUT027,4992.804,4160.34,4359.2,9338.3,High Stock Required
FD,OUT018,1367.446,2177.26,1193.92,2557.59,Low Stock Required
NC,OUT027,3060.7131,3257.37,2672.29,5724.64,High Stock Required
FD,OUT013,1643.577,2386.99,1435.02,3074.07,Medium Stock Required
FD,OUT045,2063.782,2674.78,1801.9,3860.04,Medium Stock Required
FD,OUT013,833.52106,1699.86,727.73,1558.98,Low Stock Required
FD,OUT017,2061.4421,2673.26,1799.85,3855.61,Medium Stock Required
FD,OUT013,2088.085,2690.48,1823.12,3905.48,Medium Stock Required
DR,OUT018,599.6328,1441.78,523.55,1121.56,Low Stock Required
FD,OUT027,2184.9722,2752.19,1907.68,4086.64,Medium Stock Required
FD,OUT018,599.6328,1441.78,523.55,1121.56,Low Stock Required
FD,OUT013,1563.6565,2328.23,1365.22,2924.61,Medium Stock Required
FD,OUT019,498.85345,1315.05,435.54,933.03,Low Stock Required
FD,OUT018,3464.401,3465.53,3024.76,6479.68,High Stock Required
FD,OUT035,679.9569,1535.31,593.66,1271.75,Low Stock Required
FD,OUT017,3528.4333,3497.41,3080.68,6599.44,High Stock Required
FD,OUT049,656.2777,1508.34,573.01,1227.51,Low Stock Required
FD,OUT049,2916.4548,3179.68,2546.35,5454.78,Medium Stock Required
FD,OUT035,2533.7395,2963.72,2212.21,4739.0,Medium Stock Required
NC,OUT045,3884.9075,3669.83,3391.9,7266.19,High Stock Required
DR,OUT046,3076.6726,3265.85,2686.22,5754.46,High Stock Required
DR,OUT035,1395.5991,2199.56,1218.5,2610.31,Low Stock Required
FD,OUT035,2079.9624,2685.24,1816.0,3890.24,Medium Stock Required
FD,OUT018,1006.95544,1868.36,879.17,1883.39,Low Stock Required
NC,OUT049,3110.8027,3283.92,2716.03,5818.29,High Stock Required
NC,OUT013,4100.093,3770.1,3579.79,7668.63,High Stock Required
FD,OUT035,2056.4324,2670.01,1795.48,3846.27,Medium Stock Required
FD,OUT019,498.85345,1315.05,435.54,933.03,Low Stock Required
NC,OUT046,2078.602,2684.37,1814.82,3887.73,Medium Stock Required
FD,OUT013,4060.517,3751.86,3545.21,7594.57,High Stock Required
FD,OUT045,1640.4976,2384.76,1432.32,3068.29,Medium Stock Required
FD,OUT045,1640.4976,2384.76,1432.32,3068.29,Medium Stock Required
FD,OUT045,2076.3245,2682.9,1812.81,3883.48,Medium Stock Required
FD,OUT017,2061.4421,2673.26,1799.85,3855.61,Medium Stock Required
FD,OUT017,3797.3267,3628.23,3315.46,7102.39,High Stock Required
FD,OUT027,2990.3704,3219.72,2610.87,5593.08,Medium Stock Required
FD,OUT017,1658.8018,2398.02,1448.29,3102.53,Medium Stock Required
FD,OUT049,1448.3849,2240.77,1264.6,2709.05,Low Stock Required
DR,OUT027,2184.9722,2752.19,1907.68,4086.64,Medium Stock Required
NC,OUT017,833.52106,1699.86,727.73,1558.98,Low Stock Required
FD,OUT017,639.99915,1489.52,558.78,1197.04,Low Stock Required
FD,OUT018,3452.7,3459.68,3014.55,6457.78,High Stock Required
DR,OUT018,2850.6448,3143.6,2488.9,5331.74,Medium Stock Required
FD,OUT017,1658.8018,2398.02,1448.29,3102.53,Medium Stock Required
FD,OUT046,2078.602,2684.37,1814.82,3887.73,Medium Stock Required
FD,OUT049,2532.7249,2963.13,2211.3,4737.11,Medium Stock Required
FD,OUT018,2850.6448,3143.6,2488.9,5331.74,Medium Stock Required
FD,OUT035,2533.7395,2963.72,2212.21,4739.0,Medium Stock Required
FD,OUT013,658.20135,1510.55,574.67,1231.06,Low Stock Required
NC,OUT018,2368.3958,2865.39,2067.84,4429.78,Medium Stock Required
FD,OUT049,2542.8777,2969.06,2220.2,4756.09,Medium Stock Required
DR,OUT013,3071.9993,3263.37,2682.16,5745.71,High Stock Required
DR,OUT049,1011.2135,1872.31,882.88,1891.3,Low Stock Required
NC,OUT035,1131.1595,1980.24,987.6,2115.65,Low Stock Required
FD,OUT019,529.9213,1355.38,462.65,991.15,Low Stock Required
FD,OUT027,3065.0476,3259.68,2676.09,5732.71,High Stock Required
FD,OUT017,3069.065,3261.81,2679.58,5740.26,High Stock Required
DR,OUT027,5949.374,4541.42,5194.37,11127.43,High Stock Required
FD,OUT019,304.71362,1027.78,266.03,569.9,Low Stock Required
FD,OUT010,256.9637,943.83,224.34,480.61,Low Stock Required
FD,OUT046,730.61676,1591.48,637.89,1366.52,Low Stock Required
NC,OUT046,730.61676,1591.48,637.89,1366.52,Low Stock Required
FD,OUT017,1622.1296,2371.37,1416.3,3034.0,Medium Stock Required
FD,OUT018,2340.8635,2848.68,2043.79,4378.22,Medium Stock Required
FD,OUT013,2547.4456,2971.72,2224.17,4764.61,Medium Stock Required
DR,OUT017,2524.0994,2958.08,2203.79,4720.99,Medium Stock Required
FD,OUT027,2519.0376,2955.11,2199.38,4711.54,Medium Stock Required
FD,OUT010,592.32556,1432.97,517.18,1107.91,Low Stock Required
FD,OUT046,1640.4976,2384.76,1432.32,3068.29,Medium Stock Required
DR,OUT045,2542.382,2968.77,2219.76,4755.16,Medium Stock Required
FD,OUT018,3479.6475,3473.15,3038.08,6508.19,High Stock Required
FD,OUT045,727.3045,1587.87,635.0,1360.34,Low Stock Required
DR,OUT035,1627.96,2375.62,1421.36,3044.87,Medium Stock Required
FD,OUT046,3712.8752,3587.66,3241.72,6944.44,High Stock Required
DR,OUT045,2669.4824,3042.07,2330.73,4992.9,Medium Stock Required
FD,OUT049,676.1349,1530.99,590.35,1264.66,Low Stock Required
FD,OUT013,2538.8574,2966.71,2216.66,4748.56,Medium Stock Required
FD,OUT018,2469.5361,2925.93,2156.16,4618.9,Medium Stock Required
FD,OUT046,1448.3849,2240.77,1264.6,2709.05,Low Stock Required
NC,OUT045,4057.625,3750.52,3542.68,7589.17,High Stock Required
DR,OUT018,1326.766,2144.63,1158.38,2481.52,Low Stock Required
NC,OUT017,1980.0416,2619.95,1728.78,3703.41,Medium Stock Required
DR,OUT013,1682.0302,2414.75,1468.59,3146.0,Medium Stock Required
DR,OUT027,1028.9618,1888.67,898.37,1924.5,Low Stock Required
FD,OUT027,5006.275,4165.94,4370.99,9363.53,High Stock Required
FD,OUT046,2527.3987,2960.01,2206.67,4727.16,Medium Stock Required
